Municipio,Codigo DANE,Establecimiento Educativo,Sede Educativa,Zona,Poblacion,Region
ALMAGUER,119022001172,INSTITUCION EDUCATIVA SAN LUIS,CASA BLANCA,RURAL,MAYORITARIA,MACIZO
ALMAGUER,119022001172,INSTITUCION EDUCATIVA SAN LUIS,ORDONEZ,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000065,CENTRO EDUCATIVO LA HONDA,EL PENOL,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000065,CENTRO EDUCATIVO LA HONDA,NACEDERO,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000201,CENTRO EDUCATIVO CORTADERAS, CORTADERAS (sede principal),RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000405,CENTRO EDUCATIVO LA TARABITA,SAUJI,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000405,CENTRO EDUCATIVO LA TARABITA,EL SILENCIO,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022000405,CENTRO EDUCATIVO LA TARABITA, TARABITA (sede principal),RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001096,I.E. SANTA MARIA DE CAQUIONA,ESCUELA RURAL MIXTA EL HATO,RURAL,INDÍGENA,MACIZO
ALMAGUER,219022001096,I.E. SANTA MARIA DE CAQUIONA,ESCUELA RURAL MIXTA BALCONCRUZ,RURAL,INDÍGENA,MACIZO
ALMAGUER,219022001096,I.E. SANTA MARIA DE CAQUIONA,ESCUELA RURAL MIXTA QUEBRADILLAS,RURAL,INDÍGENA,MACIZO
ALMAGUER,219022001096,I.E. SANTA MARIA DE CAQUIONA,ESCUELA RURAL MIXTA CERRO LARGO,RURAL,INDÍGENA,MACIZO
ALMAGUER,219022001185,INSTITUCION EDUCATIVA LLACUANAS,LLACUANAS BAJO,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001185,INSTITUCION EDUCATIVA LLACUANAS,LA YUNGA,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001185,INSTITUCION EDUCATIVA LLACUANAS, LLACUANAS (sede principal),RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001193,INSTITUCION EDUCATIVA EL TABLON,LA PRIMAVERA,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001193,INSTITUCION EDUCATIVA EL TABLON,EL TAMBO,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001193,INSTITUCION EDUCATIVA EL TABLON, EL TABLON (sede principal),RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA,HIGUERILLOS,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA,GUAYACANES,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA,LA MESA,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA,EL CHILCO,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA,EL PUENTE,RURAL,MAYORITARIA,MACIZO
ALMAGUER,219022001207,I.E. LA HERRADURA, LA HERRADURA (sede principal),RURAL,MAYORITARIA,MACIZO
ARGELIA,219050000071,C.E. SAN JUAN DE LA FLORIDA, SAN JUAN DE LA FLORIDA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000071,C.E. SAN JUAN DE LA FLORIDA,EL CORAZON,RURAL,MAYORITARIA,SUR
ARGELIA,219050000089,C.E. LA PRIMAVERA, LA PRIMAVERA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000127,C.E. JOSE MARIA CORDOBA, JOSE MARIA CORDOBA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000135,I.E. LA BELLEZA,LA DELGADITA,RURAL,MAYORITARIA,SUR
ARGELIA,219050000135,I.E. LA BELLEZA,GUAYABAL,RURAL,MAYORITARIA,SUR
ARGELIA,219050000160,C.E. MIROLINDO, MIROLINDO (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000160,C.E. MIROLINDO,ESCUELO EL PORVENIR,RURAL,MAYORITARIA,SUR
ARGELIA,219050000178,I.E. EL DIVISO (ANTES C.E. EL DIVISO), EL DIVISO- SEDE PRINCIPAL (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000178,I.E. EL DIVISO (ANTES C.E. EL DIVISO),EL DIAMANTE,RURAL,MAYORITARIA,SUR
ARGELIA,219050000461,C.E. SAN JUAN DE LA GUADUA,EL MESON ALTO,RURAL,MAYORITARIA,SUR
ARGELIA,219050000461,C.E. SAN JUAN DE LA GUADUA, SAN JUAN DE LA GUADUA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000551,C.E. LA PLAYA,NUEVA LOS CRISTALES,RURAL,MAYORITARIA,SUR
ARGELIA,219050000551,C.E. LA PLAYA, LA PLAYA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050000551,C.E. LA PLAYA,LA MINA,RURAL,MAYORITARIA,SUR
ARGELIA,219050000810,C.E. BOTAFOGO,EL CRUCERO,RURAL,MAYORITARIA,SUR
ARGELIA,219050000810,C.E. BOTAFOGO,ALTAMIRA,RURAL,MAYORITARIA,SUR
ARGELIA,219050000844,CENTRO EDUCATIVO BETANIA, BETANIA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050001034,C.E. LOS PICOS, LOS PICOS (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050001115,C.E. LA LEONA, LA LEONA (sede principal),RURAL,MAYORITARIA,SUR
ARGELIA,219050001352,C.E. PAMBILAL,ANGOSTURAS,RURAL,MAYORITARIA,SUR
ARGELIA,219050001352,C.E. PAMBILAL, PAMBILAL (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000041,I.E. OLAYA (ANTES C.E. OLAYA),EL VIJAL,RURAL,AFRO,SUR
BALBOA,219075000041,I.E. OLAYA (ANTES C.E. OLAYA),GUADALITO,RURAL,AFRO,SUR
BALBOA,219075000059,C.E. SANABRIA, SANABRIA (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000075,C.E. BUENOS AIRES, BUENOS AIRES (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000121,C.E. BERMEJA ALTA, BERMEJA ALTA (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000121,C.E. BERMEJA ALTA,EL TURBIO,RURAL,MAYORITARIA,SUR
BALBOA,219075000121,C.E. BERMEJA ALTA,EL CAIRO,RURAL,MAYORITARIA,SUR
BALBOA,219075000164,C.E. CAMPO BELLO ALTO, BUENAVISTA,RURAL,MAYORITARIA,SUR
BALBOA,219075000164,C.E. CAMPO BELLO ALTO, CAMPO BELLO ALTO (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000172,C.E. CAMPO BELLO BAJO,ESTUDIANTIL GALANIA,RURAL,MAYORITARIA,SUR
BALBOA,219075000172,C.E. CAMPO BELLO BAJO, CAMPO BELLO BAJO (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000172,C.E. CAMPO BELLO BAJO,LOS GUADUALES,RURAL,MAYORITARIA,SUR
BALBOA,219075000199,C.E. CABUYO BAJO,PLAN GRANDE,RURAL,MAYORITARIA,SUR
BALBOA,219075000211,I.E. LA BERMEJA,MONTANA NEGRA,RURAL,MAYORITARIA,SUR
BALBOA,219075000211,I.E. LA BERMEJA,EL LIMONAR,RURAL,MAYORITARIA,SUR
BALBOA,219075000253,C.E. LA LOMITA, LA LOMITA (sede principal),RURAL,AFRO,SUR
BALBOA,219075000288,C.E. LA PALMA,LA JOAQUINA,RURAL,MAYORITARIA,SUR
BALBOA,219075000288,C.E. LA PALMA, LA PALMA (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000288,C.E. LA PALMA,EL PEPAL,RURAL,MAYORITARIA,SUR
BALBOA,219075000300,C.E. LOS ANDES, LOS ANDES (sede principal),RURAL,MAYORITARIA,SUR
BALBOA,219075000300,C.E. LOS ANDES,ANDES ALTOS,RURAL,MAYORITARIA,SUR
BALBOA,219075000300,C.E. LOS ANDES,EL JARDIN,RURAL,MAYORITARIA,SUR
BALBOA,219075000342,INSTITUCIÓN EDUCATIVA PURETO,FLORIDA PURETO,RURAL,MAYORITARIA,SUR
BALBOA,219075000636,I.E. AGRICOLA SAN ALFONSO,SAN ALFONSO,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000221,CENT EDUC YUNGUILLAS, YUNGUILLAS (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100000255,CENT EDUC PLAYA DE SAN JUAN,ESCUELA RURAL MIXTA LA PLAYA DE SAN JUAN,RURAL,INDÍGENA,SUR
BOLIVAR,219100000255,CENT EDUC PLAYA DE SAN JUAN,ESCUELA RURAL MIXTA ARAGON,RURAL,INDÍGENA,SUR
BOLIVAR,219100000255,CENT EDUC PLAYA DE SAN JUAN,ESCUELA RURAL MIXTA DE ANGONI,RURAL,INDÍGENA,SUR
BOLIVAR,219100000352,CENT EDUC ALTO LLANO, ALTO LLANO (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100000417,CENT EDUC EL SESTEADERO, EL SESTEADERO (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100000433,INST EDUC EL CARMEN,EL CIDRAL,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000506,CENTRO EDUCATIVO EL TAMBO,  EL TAMBO (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100000506,CENTRO EDUCATIVO EL TAMBO,LA FUENTE,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000506,CENTRO EDUCATIVO EL TAMBO,LOS POTREROS,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000531,CENT EDUC SAN MIGUEL, SAN MIGUEL (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100000531,CENT EDUC SAN MIGUEL,SAN ANTONIO,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000654,INST EDUC SAN FERNANDO DE MELCHOR,LOMITAS,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000654,INST EDUC SAN FERNANDO DE MELCHOR,MORALES NOVILLEROS,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000654,INST EDUC SAN FERNANDO DE MELCHOR,MELCHOR VIEJO,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000654,INST EDUC SAN FERNANDO DE MELCHOR,PUERTICAS,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000948,INST EDUC LA CARBONERA,CAPELLANIAS,RURAL,AFRO,SUR
BOLIVAR,219100000948,INST EDUC LA CARBONERA,LA MONJA,RURAL,AFRO,SUR
BOLIVAR,219100000948,INST EDUC LA CARBONERA,PALO VERDE,RURAL,MAYORITARIA,SUR
BOLIVAR,219100000948,INST EDUC LA CARBONERA,LOS ARRAYANES,RURAL,MAYORITARIA,SUR
BOLIVAR,219100001103,INST EDUC EL RODEO,EL BOQUERON,RURAL,MAYORITARIA,SUR
BOLIVAR,219100001774,CENT EDUC SANTA ANA,GUILLERMO LEON VALENCIA,RURAL,MAYORITARIA,SUR
BOLIVAR,219100001774,CENT EDUC SANTA ANA, SANTA ANA (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100001774,CENT EDUC SANTA ANA,AGUA GORDA,RURAL,MAYORITARIA,SUR
BOLIVAR,219100001774,CENT EDUC SANTA ANA,GUAYACANES,RURAL,MAYORITARIA,SUR
BOLIVAR,219100001821,INST EDUC ANDINO SAN LORENZO,LA FLORIDA,RURAL,MAYORITARIA,SUR
BOLIVAR,219100002053,CENTRO EDUCATIVO SAN ANTONIO DEL SILENCIO,LA PRADERA,RURAL,MAYORITARIA,SUR
BOLIVAR,219100002053,CENTRO EDUCATIVO SAN ANTONIO DEL SILENCIO, EL SILENCIO,RURAL,MAYORITARIA,SUR
BOLIVAR,219100002533,CENTRO EDUCATIVO LA CUEVA, LA CUEVA (sede principal),RURAL,MAYORITARIA,SUR
BOLIVAR,219100002584,INSTITUCION EDUCATIVA SAN JOSE DEL MORRO,SAN JOSE DEL MORRO,RURAL,MAYORITARIA,SUR
BOLIVAR,219100002789,INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ,AGUAS FRESCAS,RURAL,AFRO,SUR
BOLIVAR,219100002789,INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ,LLANADAS VILLANUEVA,RURAL,MAYORITARIA,SUR
BOLIVAR,219100002789,INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ,ROMERILLOS,RURAL,MAYORITARIA,SUR
BOLIVAR,419100002826,INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN,LA PLAYA DE SAN JORGE,RURAL,AFRO,SUR
BOLIVAR,419100002826,INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN, NUESTRA SENORA DEL CARMEN (sede principal),RURAL,AFRO,SUR
BUENOS AIRES,219110000164,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,E.R.M. EL CERAL - SEDE PRINCIPAL,RURAL,INDÍGENA,NORTE
BUENOS AIRES,219110000164,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,ESCUELA RURAL MIXTA AURES,RURAL,INDÍGENA,NORTE
BUENOS AIRES,219110000164,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,ESCUELA RURAL MIXTA CERRO AZUL,RURAL,INDÍGENA,NORTE
BUENOS AIRES,219110000164,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,ESCUELA RURAL MIXTA EL PRADO,RURAL,INDÍGENA,NORTE
BUENOS AIRES,219110000172,C.E. EL PORVENIR, EL PORVENIR ,RURAL,AFRO,NORTE
BUENOS AIRES,219110000172,C.E. EL PORVENIR,LA ESPERANZA (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,219110000172,C.E. EL PORVENIR,AGUA BLANCA 2,RURAL,AFRO,NORTE
BUENOS AIRES,219110000407,CENTRO EDUCATIVO LA UNION - LLANITO,LA UNION - LLANITO (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,219110000482,C.E. PISAPASITO, PISAPASITO (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,219110001012,CENTRO EDUCATIVO MUNCHIQUE,CHAMBIMBE,RURAL,AFRO,NORTE
BUENOS AIRES,219110001021,CENTRO EDUCATIVO SANTA CLARA, SANTA CLARA (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,219110001021,CENTRO EDUCATIVO SANTA CLARA,SAN JOAQUIN,RURAL,AFRO,NORTE
BUENOS AIRES,219110001128,CENTRO EDUCATIVO LA ESMERALDA, LA ESMERALDA (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,219110001641,INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI,LA BALSA,RURAL,AFRO,NORTE
BUENOS AIRES,219110001641,INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI,SAN MIGUEL,RURAL,AFRO,NORTE
BUENOS AIRES,219110001659,INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ,EL SILENCIO,RURAL,AFRO,NORTE
BUENOS AIRES,219110001659,INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ, BRISAS DE MARILOPEZ (sede principal),RURAL,AFRO,NORTE
BUENOS AIRES,419110000970,I.E. TIMBA,SAN FRANCISCO,RURAL,AFRO,NORTE
BUENOS AIRES,419110000970,I.E. TIMBA,LA VENTURA,RURAL,AFRO,NORTE
BUENOS AIRES,419110001623,INSTITUCION EDUCATIVA CERRO CATALINA,ESCUELA RURAL MIXTA NUEVA GRANADA,RURAL,INDÍGENA,NORTE
CAJIBIO,219130000055,C.E. BUENAVISTA, BUENAVISTA (sede principal),RURAL,AFRO,CENTRO
CAJIBIO,219130000128,C.E. CENEGUETA, CENEGUETA (sede principal),RURAL,AFRO,CENTRO
CAJIBIO,219130000144,C.E. LA VIUDA,SAN FERNANDO EL COFRE,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000179,C.E. LA AURELIA,LA GRANJA,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000179,C.E. LA AURELIA, LA AURELIA (sede principal),RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000225,C.E. LA ARROYUELA,SAN JOSE DEL CARMELO,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000357,C.E. SAN GABRIEL, SAN GABRIEL (sede principal),RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000381,I.E. LA MESETA,VILLA COLOMBIA,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000438,I.E.  ALTO MOJIBIO,EL CULEBRIADO,RURAL,AFRO,CENTRO
CAJIBIO,219130000560,INSTITUCION EDUCATIVA SAN ANTONIO,SAN ANTONIO (sede principal),RURAL,AFRO,CENTRO
CAJIBIO,219130000578,C.E. CACAHUAL, CACAHUAL (sede principal),RURAL,AFRO,CENTRO
CAJIBIO,219130000586,I.E. AGROPECUARIO LA CAPILLA,LA UNION,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000659,C.E. LA SELVA, LA SELVA (sede principal),RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130000659,C.E. LA SELVA,LA PAJOSA,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130001078,C.E. LA COHETERA, LA COHETERA (sede principal),RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130001078,C.E. LA COHETERA,EL CEDRO,RURAL,MAYORITARIA,CENTRO
CAJIBIO,219130003666,I.E. NUESTRA SEÑORA DE LAS MERCEDES,LAS CASITAS,RURAL,MAYORITARIA,CENTRO
CAJIBIO,419130001166,I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO,SANTA BARBARA,RURAL,MAYORITARIA,CENTRO
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DE FORMACION AGROAMBIENTAL - KIWE ÇEHK FXI´ZE WA´ -EL PORVENIR CALDONO- CEFAKIÇ,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTA SANTA ELENA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO VEINTE DE JULIO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO PUEBLO NUEVO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE PIOYA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO SAN JUANITO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,ESCUELA RURAL MIXTA EL RINCON,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,ESCUELA RURAL MIXTA DE FILIPINAS,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,I.T.A. KWE´SX FXI´ZENXI KIWE ANDALUCIA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,ESCUELA RURAL MIXTA LA PALMA - CALDONO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,INSTITUTO TÉCNICO AGROPECUARIO NASA WESX KIWE DE GRANADILLO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE MIXTO LAS MERCEDES,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO EL TARSO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO REAL LA ESMERALDA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE  EL CARRIZAL,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO EL GUAICO ALIZAL SIBERIA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE NARCIZO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,ESCUELA RURAL MIXTA EL PORVENIR-PESCADOR,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO LA AGUADA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE LAS DELICIAS CALDONO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO VILLA HERMOSA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO SAN JOSE DE LOS MONOS,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO PALESTINA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE EL AZUL,RURAL,INDÍGENA,NORTE
CALDONO,219137000034,C.E. EL PITAL,EL ROSAL,RURAL,MAYORITARIA,NORTE
CALDONO,219137000051,C.E. EL CABUYAL, EL CABUYAL (sede principal),RURAL,MAYORITARIA,NORTE
CALDONO,219137000051,C.E. EL CABUYAL,PUENTE REAL,RURAL,MAYORITARIA,NORTE
CALDONO,219137000077,C.E. CAMPO ALEGRE, CAMPO ALEGRE (sede principal),RURAL,MAYORITARIA,NORTE
CALDONO,219137000077,C.E. CAMPO ALEGRE,LA BUITRERA,RURAL,MAYORITARIA,NORTE
CALDONO,219137000352,C.E. LA LAGUNA,LOS QUINGOS,RURAL,MAYORITARIA,NORTE
CALDONO,219137000751,I.E. GUILLERMO LEON VALENCIA,PALERMO,RURAL,MAYORITARIA,NORTE
CALDONO,219137000883,I.E. LOS COMUNEROS,NINAS DE SIBERIA,RURAL,MAYORITARIA,NORTE
CALDONO,219137000883,I.E. LOS COMUNEROS,LAS VENTANAS,RURAL,MAYORITARIA,NORTE
CALOTO,119142000471,I.E. ESCIPION JARAMILLO,SAN NICOLAS,RURAL,AFRO,NORTE
CALOTO,219142000026,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),EL PEDREGAL,RURAL,MAYORITARIA,NORTE
CALOTO,219142000026,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),EL PLACER,RURAL,MAYORITARIA,NORTE
CALOTO,219142000077,I.E.A. ETNOEDUCATIVA EL CREO ANTES (C.E.R.M. EL CREDO),CENTRO DOCENTE RURAL MIXTO EL PAJARITO,RURAL,INDÍGENA,NORTE
CALOTO,219142000310,I.E.R. INTEGRADA QUINTERO, QUINTERO (sede principal),RURAL,AFRO,NORTE
CALOTO,219142000336,I.E. COMERCIAL EL PALO,ALTO DEL PALO,RURAL,AFRO,NORTE
CALOTO,219142000506,I.E. TEC AGROPECUARIA  LA HUELLA,ESCUELA RURAL BODEGA ALTA,RURAL,INDÍGENA,NORTE
CORINTO,119212000032,I.E. NUCLEO TÉCNICO AGROPECUARIO,SAN RAFAEL,RURAL,MAYORITARIA,NORTE
CORINTO,119212000032,I.E. NUCLEO TÉCNICO AGROPECUARIO,LA MARIA,RURAL,AFRO,NORTE
CORINTO,119212000059,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,EL JAGUAL,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,LA COMINERA,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,SAN LUIS ARRIBA,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,EL DESCANSO,RURAL,MAYORITARIA,NORTE
CORINTO,219212000266,CENTRO EDUCATIVO EL BARRANCO,LAS COSECHAS,RURAL,AFRO,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA LA CAPILLA,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA LOS ANDES,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA BUENAVISTA,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,COLEGIO RURAL AGROPECUARIO CARRIZALES (E.R.M. CARRIZALES),RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,CENTRO DOCENTE RURAL MIXTO SANTA ELENA,RURAL,INDÍGENA,NORTE
CORINTO,219212000690,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,CENTRO DOCENTE RURAL MIXTO LUIS ROSENDO LOPEZ,RURAL,INDÍGENA,NORTE
CORINTO,219212000690,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,CENTRO DOCENTE RURAL MIXTO SAN PEDRO,RURAL,INDÍGENA,NORTE
